review_text,sentiment
Rental was average; got a e?bike for the afternoon.,neutral
Check?in took 15 minutes and the mountain bike had battery cutting out…,negative
Rental was standard; got a folding bike for three hours.,neutral
Really enjoyed the mountain bike for 90 minutes; team (Elliot) was super helpful!!,positive
Rental was typical; got a folding bike for most of the day.,neutral
Rental was standard; got a mountain bike for 45 minutes.,neutral
Rental was standard; got a tandem bike for 45 minutes.,neutral
Check?in took almost an hour and the cargo bike had flat tire!,negative
Rental was ordinary; got a folding bike for three hours.,neutral
Picked up on Thursday at lunch and everything was ready  with a helmet. Great value and friendly service.,positive
Rental was standard; got a city cruiser for the afternoon.,neutral
The website timed out and support (Skyler) wasn’t helpful.,negative
"Clear pricing, easy app, and comfy seat —even on the downtown loop.",positive
The cargo bike fit perfectly; sizing guidance was spot on!,positive
Check?in took almost an hour and the hybrid bike had badly adjusted seat!,negative
Rental was fine; got a cargo bike for 2 hours.,neutral
Check?in took 5 minutes and the road bike had loose pedal.,negative
Picked up on Thursday at lunch and everything was ready  with a bell. Great value and friendly service!,positive
The reservation didn’t sync and support (Morgan) wasn’t helpful…,negative
Check?in took 5 minutes and the kids' bike had wobbly wheel.,negative
Check?in took 5 minutes and the tandem bike had wobbly wheel.,negative
Check?in took half an hour and the gravel bike had slipping chain…,negative
Check?in took 15 minutes and the tandem bike had slipping chain…,negative
Booking was seamless on the old town!!,positive
Check?in took 20 minutes and the road bike had loose pedal!,negative
Rental was standard; got a road bike for 90 minutes.,neutral
Really enjoyed the road bike for half a day; staff (Finley) was super helpful!!,positive
Loved the cargo bike for half a day; staff (Blake) was super helpful!,positive
Loved the mountain bike for half a day; team (Tatum) was super helpful!!,positive
Loved the road bike for three hours; team (Kendall) was super helpful.,positive
Check?in took almost an hour and the hybrid bike had badly adjusted seat.,negative
Check?in took 10 minutes and the tandem bike had wobbly wheel…,negative
The kiosk was down and support (Jordan) wasn’t helpful…,negative
Picked up near the botanical garden path; bikes matched the listing.,neutral
The payment screen froze and support (Hayden) wasn’t helpful.,negative
Booking was top?notch on the greenway!!,positive
Rental was average; got a road bike for half a day.,neutral
Rental was adequate; got a cargo bike for half a day.,neutral
Rental was plain; got a tandem bike for half a day.,neutral
Check?in took half an hour and the hybrid bike had battery cutting out…,negative
Check?in took 5 minutes and the hybrid bike had badly adjusted seat!,negative
Rental was average; got a hybrid bike for the afternoon.,neutral
Rental was typical; got a folding bike for 45 minutes.,neutral
Rental was typical; got a city cruiser for 45 minutes.,neutral
Booking was well organized —the gravel bike rode great on the river trail  in hot weather!,positive
Returned on time; receipt emailed later that day.,neutral
Rental was basic; got a tandem bike for 45 minutes.,neutral
The reservation didn’t sync and support (Casey) wasn’t helpful…,negative
Rental was average; got a kids' bike for 30 minutes.,neutral
Loved the hybrid bike for all morning; team (Taylor) was super helpful.,positive
Store opened late on Sunday; wasted time waiting around.,negative
Booking was smooth —the city cruiser rode great on the lakeside path  in breezy weather!!,positive
Booking was excellent —the gravel bike rode great on the botanical garden path  in windy weather.,positive
Rental was adequate; got a kids' bike for 90 minutes.,neutral
Booking was well organized on the city park  in overcast weather!,positive
Check?in took almost an hour and the mountain bike had misaligned handlebars…,negative
Store opened late on Monday; wasted time waiting around…,negative
Check?in took 20 minutes and the kids' bike had misaligned handlebars…,negative
Loved the kids' bike for all morning; team (Tatum) was super helpful!!,positive
Picked up on Friday night and everything was ready  with a child seat. Great value and friendly service!!,positive
Booking was super convenient on the greenway  in windy weather!!,positive
Loved the mountain bike for all morning; team (Emerson) was super helpful.,positive
Rental was plain; got a kids' bike for 2 hours.,neutral
Rental was straightforward; got a gravel bike for half a day.,neutral
The app kept crashing and support (Casey) wasn’t helpful!,negative
Rental was ordinary; got a kids' bike for half a day.,neutral
Rental was straightforward; got a e?bike for three hours.,neutral
Check?in took 10 minutes and the gravel bike had badly adjusted seat…,negative
Booking was top?notch —the hybrid bike rode great on the university district.,positive
Rental was predictable; got a road bike for most of the day.,neutral
The QR code wouldn’t scan and support (Jordan) wasn’t helpful…,negative
Loved the e?bike for 90 minutes; team (Cameron) was super helpful!!,positive
Rental was plain; got a kids' bike for 45 minutes.,neutral
The QR code wouldn’t scan and support (Sam) wasn’t helpful.,negative
Rental was average; got a mountain bike for all morning.,neutral
Rental was average; got a e?bike for 30 minutes.,neutral
Rental was average; got a kids' bike for all morning.,neutral
Booking was quick —the hybrid bike rode great on the botanical garden path  in chilly weather.,positive
Really enjoyed the gravel bike for 2 hours; staff (Sage) was super helpful!!,positive
Rental was predictable; got a city cruiser for 30 minutes.,neutral
Rental was adequate; got a gravel bike for 30 minutes.,neutral
Rental was typical; got a tandem bike for most of the day.,neutral
Loved the tandem bike for half a day; team (Alex) was super helpful!,positive
The e?bike fit perfectly; sizing guidance was spot on!,positive
Picked up on Sunday afternoon and everything was ready  with a lock. Great value and friendly service!!,positive
Loved the e?bike for an hour; team (Elliot) was super helpful!,positive
Check?in took half an hour and the e?bike had flat tire…,negative
The payment screen froze and support (Kendall) wasn’t helpful!,negative
Picked up on early morning and everything was ready  with a bell. Great value and friendly service!,positive
Rental was predictable; got a tandem bike for 45 minutes.,neutral
Picked up on Sunday afternoon and everything was ready  with a puncture kit. Great value and friendly service.,positive
Rental was typical; got a city cruiser for 2 hours.,neutral
Booking was smooth —the tandem bike rode great on the canal path  in hot weather!!,positive
Staff answered basic questions; no extras offered.,neutral
Booking was easy —the hybrid bike rode great on the university district!,positive
Check?in took 5 minutes and the folding bike had misaligned handlebars!,negative
Really enjoyed the folding bike for half a day; team (Logan) was super helpful!!,positive
Picked up on Wednesday evening and everything was ready  with a mirror. Great value and friendly service!!,positive
The kiosk was down and support (Emerson) wasn’t helpful.,negative
Rental was plain; got a cargo bike for the afternoon.,neutral
The app kept crashing and support (Harper) wasn’t helpful!,negative
The QR code wouldn’t scan and support (Rory) wasn’t helpful.,negative
Rental was predictable; got a mountain bike for most of the day.,neutral
Check?in took 15 minutes and the tandem bike had wobbly wheel…,negative
The reservation didn’t sync and support (Kendall) wasn’t helpful.,negative
Booking was fantastic —the road bike rode great on the downtown loop.,positive
Booking was quick on the university district.,positive
Rental was average; got a mountain bike for 2 hours.,neutral
Loved the gravel bike for the afternoon; staff (Jordan) was super helpful!!,positive
The payment screen froze and support (Taylor) wasn’t helpful!,negative
Check?in took 20 minutes and the hybrid bike had flat tire.,negative
Really enjoyed the gravel bike for 30 minutes; team (Avery) was super helpful!,positive
Really enjoyed the tandem bike for the afternoon; staff (Reese) was super helpful.,positive
Rental was predictable; got a e?bike for half a day.,neutral
Rental was ordinary; got a mountain bike for the afternoon.,neutral
